Name,Address,State,City,Phone,Email,PPN
Hardik Medical Diagnostics Centre,#442/3  Rabindra Sarani  Near Sadar Police Station,West Bengal,Bankura,03242 - 250830 / 258281,drsarkar.hardik@gmail.com,No
Hardikar Hospital,1160/61  Ganeshkhind Road  Shivajinagar,Maharashtra,Pune,020 - 41095000,info@deccanhospital.in,Yes
Hargun Hospital,Batala Road,Punjab,Amritsar,183-2579001,hargunhospital@gmail.com,Yes
Haria L G Rotary Hospital,Plot No. 363/1 & 364   Housing Sector  G.I.D.C.,Gujarat,Vapi,0260 - 2400053 / 2430206 / 6542458 / 6542459,hariarotaryhospital@rediffmail.com,No
Hariharan Diabetes And Heart Care Hospitals,17 29th Street Nanganallur,Tamil Nadu,Chennai,044 - 22247721 / 22 / 23,billing@hariharanhospitals.in,Yes
Harshitha Hospitals Pvt Ltd,R.S. 128/1A B C 129/3B  Aruppukottai main Road  Avaniyapuram  Madurai,Tamil Nadu,Madurai,0452 - 2551000,harshithaharshitha99@gmail.com,No
Hayat Hospital,Odalbakra  Lalganesh  Kahilipara Road,Assam,Guwahati,361-2475551/52/54/55,hayathospital@gmail.com,No
Hcg Medi Surge Hospitals Private Limited,#1  Maharastra Society  Opp. Lions Hall   Mithakhali  Ellisbridge,Gujarat,Ahmedabad,079 - 26408401,cpdhcgahmd1@gmail.com,Yes
Hcg Msr Cancer Centre,M S Ramaiah Memorial Hospital  M.S.R. Nagar  Msrit Post,Karnataka,Bengaluru,080 - 22182929,gokulacurie@gmail.com,Yes
Healing hospital And Institute Of Paramedical Sciences,Sco-18-19 Sector-34a,Haryana,Chandigarh,0172 - 2667903 / 2667897 / 2667876 / 5088883,corporate@healinghospital.co.in,Yes
Healing Touch Hospital,7/5 Sarva Priya Vihar,Delhi,New Delhi,11-47272800,hth.delhi@gmail.com,No
Healix Hospital,No:204  Mythrinagar  Miyapur  Hyderabad,Telangana,Hyderabad,040 - 23044155 / 23044033,rajahospital@hotmail.com,Yes
Health Care,Mahatab Road Cuttack,Odisha,Cuttack,0671 - 2310917,healthcarenirmal@gmail.com,No
Health Cure Nursing Home,Block-A  P677  Lake Town  Lake Town,West Bengal,Kolkata,033 - 25345181 / 25212782,healthcurenursinghome@gmail.com,Yes
Health Hospital,Opp Lakshmi Delux  Tenali  Praksham Raod,Andhra Pradesh,Guntur,08644 - 222229 / 226060,healthinsurance333@gmail.com,No
Health Point,21 P Pandit Street,West Bengal,Kolkata,033 - 30585842 / 30585843,healthpointhospital@gmail.com,Yes
Healthcare Global Enterprises (HCG),44-45/2 2nd Cross  R R Mohan Roy Ext  Bengaluru  Bengaluru  Karnataka  560027,Karnataka,Bengaluru,080 - 40206400,senthilkumarj@hcgoncology.com,Yes
Healthcare Global Enterprises (HCG),Hcg Tower  No. 8  P Kalinga Rao Road  Sampangiramnagar,Karnataka,Bengaluru,080 - 40206400 / 4026000,insurancehelpdesk@hcgoncology.com,Yes
Healthcare Hospital,3-8-394  Near L B Nagar Circle  Towerds Sagar Ring Road L B Nagar,Telangana,Hyderabad,40-24037979,healthcarehospitals03@gmail.co,Yes
Heart And General Hospital,#  Vivekananda Marg  C Scheme,Rajasthan,Jaipur,0141 - 2370271 / 2370104 / 5,hnghmediclaim@gmail.com,Yes
Hebsur Hospital,Deshpande Nagar  Hubli,Karnataka,Hubli,0836 - 2355695 / 5250872,hebsurhospital@gmail.com,No
Helios Hospitals Pvt Ltd,#38  7th Cross Street  100 Feet Bye Pass Road  Opp. To Sri Karunai Vinayagar Temple  Rajalakshmi Nagar  Velachery,Tamil Nadu,Chennai,044 - 22553733 / 55,helioshospiatls@gmail.com,Yes
Help Hospitals,Behind Victoria Museum  M.G.Road  Vijayawada  Vijayawada,Andhra Pradesh,Vijayawada,0866 - 6615552,info@helphospitals.com,No
Hemavathi Hospital,Northern Extension  Near Sahyadri Theatre,Karnataka,Hassan,08172 - 261204,hemavathihospital@yahoo.com,No
Hemraj Jain Hospital And Maternity Home,Nursing Home #1  Block C-1  Janakpuri  New Delhi,Delhi,New Delhi,011 - 25551507 / 25511360,hemrajjain78@gmail.com,Yes
Heritage Health Care Multi Speciality Hospital,Plot No. 6a  Sector 6  Airoli  Navi Mumbai,Maharashtra,Navi Mumbai,022 - 27642621 / 27642622,hhchospital3@gmail.com,Yes
Heritage Hospitals Limited,Pandit Madan Mohan Malviya Rd  Near Gloumious Academy Lanka  Varanasi,Uttar Pradesh,Varanasi,0542 - 2368888 / 2369991 / 95,heritagehos@gmail.com,No
Highway Hospital,Marathon Square Near Highway Darshan Bldg.E.E.Highway Thane (W) - 400 604,Maharashtra,Thane,25822683,highway22hospital@yahoo.com,Yes
Hill View Hospital And Research Centre,Hill View Road  Barialu,Jharkhand,Ranchi,0651 - 2545696 / 2542343 / 2542467,hillviewhospital@gmail.com,No
Himagiri Hospitals,Plot No. 4.4.23.5.24 Stadium Main Road Gachi Bowli,Telangana,Hyderabad,40-23004206/ 07/ 08/ 09,billing@himagirihospitals.com,Yes
Himalayan Hospital(a unit of Swami Rama Himalayan University),Swami Ram Mandir  Doiwala,Uttarakhand,Dehradun,0135 - 2471603 / 2471200/300,tpa@srhu.edu.in,No
Hindu Mission Health Services,100 Ft Road  Hindu Colony  Nanganallur,Tamil Nadu,Chennai,044-22243709/ 22243026/ 22247256,HMHSTPA@GMAIL.COM,Yes
Hindu Mission Hospital,103  G.S.T.Road  Tambaram West,Tamil Nadu,Chennai,044 - 2262244,hmhcorporate@gmail.com,Yes
Hindusthan Health Point Pvt Ltd,2406  Garia Main Road  Hindusthan More  Near Wbseb Office,West Bengal,Kolkata,033 - 4359999,hindusthanhealthpoint@yahoo.in,Yes
Hira Mongi Navneet Hospital,Valji Ladha Road  Mulund West,Maharashtra,Mumbai,022 - 25601636 / 25915577 / 25600550,vishwanath.hmnh@gmail.com,Yes
Hiranandani Hospital,Mini Sea Shore Road  Sector 10a  Vashi  Navi Mumbai,Maharashtra,Mumbai,022 - 39199222 / 09820415941,tpa.vashi@fortishealthcare.com,Yes
Hitech Medicare Hospital Research Centre,N H 17 Ambalpady Udupi-576103,Karnataka,Udupi,0820 - 2533331 / 2533332 / 3 / 4,hospitalhitech@yahoo.com,No
Holy Cross Hospital,Jyothi Nagar  Chikmagalur 577102,Karnataka,Chickmagalore,08262 - 22077,hch_chikmagalur@yahoo.co.in,No
Holy Cross Hospital,Christunagar Vettoornimadam,Tamil Nadu,Nagarcoil,4652-230897/224711,hch_ngl@yahoo.com,No
Holy Family Hospital,Ground Floor  Okhla Road,Delhi,New Delhi,011-26845900,administrator@holyfamilydelhi.org,Yes
Holy Spirit Hospital,Mahakali Road  Andheri East,Maharashtra,Mumbai,022 - 28248500,hshbilling@gmail.com,No
Hope Childrens Hospital,5-9-24/81 Lake Hills Road  Basheerbagh  Basheerbagh,Telangana,Hyderabad,040 - 23223792 / 23223782,hopevijay2010@gmail.com,Yes
Horizon Hospital,Malti Mohan Bunblow  Opp Naupada Telephone Exchange,Maharashtra,Thane,022 - 61242424,admin@horizonhospital.com,Yes
Hosmat Hospital,45 Magrath Road Off Richmond Road Bangalore  Off Richmond Road,Karnataka,Bengaluru,080 -  25593796 / 25593797 / 9902800670,hosmatinfo@gmail.com,Yes
Hyderabad Kidney Laproscopic Centre,16-2-674/12  Judges Colony  Malakpet  Hyderabad,Telangana,Hyderabad,040 - 24540777 / 888 / 999,hydkidneycentre@yahoo.co.in,No
Hyderabad Nursing Home,5-9-29/40 Basheerbagh Office,Telangana,Hyderabad,40-23222344,hnhinsurance@gmail.com,Yes
I S Nursing Home,Indhira Seshardi 5 Collectors Office Road Raja Colony Trichy,Tamil Nadu,Trichy,0431 - 2411199 / 2466111,is2010nursinghome@gmail.com,No
Ib Smriti Arogya Sadan,Diggi West  Lalbag  Darbhanga,Bihar,Darbhanga,06272 - 250823,MRIDUL.SHUKLA.22@REDIFFMAIL.COM,No
Icon Hospital,Mahaveernagar Cover Manpada Road  Dombivali East,Maharashtra,Mumbai,0251 - 2801818 / 2801 / 2801919,billing@iconhospital.com,Yes
Icon Hospitals,540/1&2  Jntu-Hitech City Road  6th Phase Kphb,Telangana,Hyderabad,40-23159666,iconhospitalkphb@gmail.com,Yes
Ikon Hospital,16-11-741/C/1/15  Behind Tmc  Adj To Reliance Fresh  Dilsuknagar.,Telangana,Hyderabad,40-66443355,ikonhospital@gmail.com,Yes
Ils Hospitals,1 No. Khudiram Bose Sarani  Mall Road,West Bengal,Kolkata,40315000,mediclaim.ils.dumdum@gptgroup.co.in,Yes
Ils Hospitals Salt Lake,Jeewan Satya  Dd-6  Salt Lake City Kokotta-064,West Bengal,Kolkata,033 - 40206500,rgupta@gptgroup.co.in,Yes
Imax Multispeciality Hospital,Sant Tukaram Nagar   Opp Kesanand Phata   Pune -Nagar Road  Wagholi,Maharashtra,Pune,9665377775/79/9373050745,IMAXHOSPITAL@GMAIL.COM,Yes
Implants Better Sight Centre Pvt Ltd,13a Colonel Biswas Road,West Bengal,Kolkata,33-22800516,bettersightimplant@yahoo.co.in,Yes
Indian Spinal Injuries Centre,Sec-C  Vasant Kunj  New Delhi,Delhi,New Delhi,011 - 42255225 / 26894884 / 26898448/26137603,marketing@isiconline.org,Yes
Indiana Hospital And Heart Institute Limited,Neae Mahaveer Circle  Kankanady Post  Pumpwell  Mangalore,Karnataka,Mangalore,0824-2880880,insurance@indianahospital.in,No
Indira Hospital,Falnir Mangalore-575002,Karnataka,Mangalore,0824 - 2431222 / 2431333 / 2431444,mediclaim@indirahospital.com,No
Indira Nursing Home,# 436  Surya Bakery Road  Opp  Andolana Bus Stop  Vijayanagara Railway Layout  Hebbal Mysore.,Karnataka,Mysore,0821 - 2303707,indirababu@yahoo.com,No
Indiragandhi Co-Operative Hospital,Manjodi Tellicherry - 670103,Kerala,Thalassery,0490 - 2328192 / 2328411,insurance@igch.in,No
Indo American Cancer Institute And Research Centre,Road No.14  Banjara Hills  Hyderabad,Telangana,Hyderabad,040 - 23551235 / 23552766 / 23607944,BILLING@INDUSCANCER.COM,Yes
Indo Gulf Hospital,B-498a  Sector- 19  Opposite Hotel Fortune,Uttar Pradesh,Noida,120-4752300-99,info@indogulfhospital.com,Yes
Indraprastha Apollo Hospital,Sarita Vihar  Delhi - Mathura Road  New Delhi,Delhi,New Delhi,011 - 26925858 / 26925801,indraprasthaapollo@gmail.com,Yes
Indrapuri Hospital,Uma Char Rasta  Waghodia Road  Vadodara,Gujarat,Vadodara,0265 - 2519151,indrapurihospital@rediffmail.com,No
Indus Hospital,D No-18-1-6  Kgh Down Road,Andhra Pradesh,Visakhapatnam,8886777446,indus.tpa@gmail.com,No
Indus Hospital,Scf-99-100 Phase-3b Ii,Punjab,Mohali,0172 - 5093971 / 72,ritu@indushospital.in,Yes
Indus Superspeciality Hospital,Opp Dc Office   Phase 1   Sas Nagar   Mohali,Punjab,Mohali,0172 - 5044944 / 5044945,indussuperhospital12@gmail.com,Yes
Inlaks General Hospital,Chembur Colony  Mumbai - 74,Maharashtra,Mumbai,022- 25528000 / 25204160,inlaks@rediffmail.com,Yes
Institute Of Liver And Biliary Sciences,D-1  Vasant Kunj,Delhi,New Delhi,011-46300000/26706700/26706702,ankurilbs@gmail.com,No
Institute Of Neurosciences,185/1 Ajc Bose Road.,West Bengal,Kolkata,033 - 22867094 / 95 / 96,tpa@neurokolkata.org,Yes
International Centre For Cardio Thoracic And Vascular Diseases (Frontier Lifeline),R-30-C Ambattur Industrial Estate Road  Mogappair  Chennai,Tamil Nadu,Chennai,044 - 42017575,INSURANCE@FRONTIERLIFELINE.COM,Yes
International Hospital Ltd,#111&112  West Of Chord Road  Opp. 1st Block Rajajinagarjunction  Mahalakshmipuram,Karnataka,Bengaluru,23004242,fortis.wc@fortishealthcare.com,Yes
IQ City Narayana Multispeciality Hospital,Sovapur  Bijra Road  Jaymua  Burdwan,West Bengal,Durgapur,2608000,tpadeskiqct@gmail.com,No
Iqraa International Hospital And Research,Malaparamba  Calicut - 673009,Kerala,Calicut,0495 - 2379100,insurancedesk@iqraahospital.in,No
Irene Hospital,Dd-23  Kalkaji  Near Post Office,Delhi,New Delhi,11-49922222,info@irenehealth.com,No
Iris Hospital,82/1  Raja Sc Mullick Road,West Bengal,Kolkata,33-66096000,insurance@irishealthservices.com,Yes
Isha Hospital,Umarpur  Haribandhanpur  Near City Station  Mariahu Parav,Uttar Pradesh,Jaunpur,5452-222509/08004043870,ishahospital@yahoo.in,No
Ishaan Urology Center,Near Dosti Diamond Bldg Opp. Kini Auto Behind Stella Petrol Pump  Barampur Vasai (W),Maharashtra,Thane,80800 04488/ 9322106422,ishaanurology_vasai@yahoo.in,Yes
Ishan Hospital Private Limited,Plot No. 1  Pocket 8b  Sector 19  Rohini,Delhi,New Delhi,11-27892798/99,ishanhospital2012@yahoo.in,Yes
Ishwar Hospital,Sunder Apt.  Ist Floor R P Road  Ram Nagar  Dombivili,Maharashtra,Mumbai,0251- 2863332 / 9222762227,info@ishwarhospital.org,Yes
Ivy Multispeciality Hospital And Cancer Research Institute,Sec 71  Mohali,Punjab,Mohali,0172 - 7170000 / 5044333 / 5044344 / 9988887814,corporate@ivyhospital.com,Yes
J K Hospital,2006 Wright Town  Behind Bus Stand  2nd Lane,Madhya Pradesh,Jabalpur,0761 - 2407334 / 2403142 / 2314339,jkhospital@bsnl.in,No
J K Hospital,190 Alagar Nagar K. Pusur,Tamil Nadu,Madurai,452-2564899/ 2565899,jkhospitalmadurai@gmail.com,No
J P Hospital,Near Big Bazar  Ambala- Chandigarh Road  Zirakpur,Punjab,Mohali,01762 - 509999 / 509989/509999,hospital@jpsingla.com,Yes
J S P Hospitals Pvt Ltd,#70  Kanchipuram High Road,Tamil Nadu,Chengalpattu,44-27426829 / 27428851,jspcpt@yahoo.in,No
J S S Hospital,Ramanuja Road  Mysore-570004,Karnataka,Mysore,0821 - 2548400,jsshcorp@yahoo.com,No
J V Hospitals Llp,31  Railway Border Road  Kodambakkam  Chennai,Tamil Nadu,Chennai,044 - 24833998 / 24725582 / 24725716 / 24802578,jvhbilling@gmail.com,Yes
Jabalpur Hospital And Research Centre,Napier Town  Russel Crossing  Jabalpur,Madhya Pradesh,Jabalpur,"0761 - 2450761, 2450762, 4026000, 4068825, 4068827",manasroy711@gmail.com,No
Jagdish Memorial Hospital,Ds/2  Lohia Nagar  Near Geological Survey Of India  Kankarbagh  Patna,Bihar,Patna,0612 - 6560001 / 0003,jmhospital.patna@gmail.com,No
Jain Hospital,177-178  Jagriti Enclave  Vikas Marg Extn  Delhi,Delhi,New Delhi,011 - 22144946 / 22146442 / 55253017,info@jainhospital.com,Yes
Jaipur Golden Hospital,2 Institutional Area Rohini,Delhi,New Delhi,011 - 27525984 / 985 / 986,panel@jghdelhi.net,Yes
Jaipur Hospital,Near Sms Stadium  Lalkothim  Jaipur,Rajasthan,Jaipur,0141 - 2741465,jaipurhospitallalkothi@gmail.com,Yes
Jakhotia Nursing Home,Beside Mahavir Garden  Shastrinagar  Khopoli  Khalapur,Maharashtra,Raigad,02192 - 265674 / 265675,Jakhotianh@gmail.com,Yes
James Long Clinic Pvt Ltd,33james Long Sarani  Kolkata  Kolkata,West Bengal,Kolkata,033 - 24453778,jameslongclinic@gmail.com,Yes
Janani Hospital,1/24 A Behind Sri Venugopal Swamy Temple Bangalore Main Road Mookandapalli Post,Tamil Nadu,Hosur,4344-275500,hospitaljanani2011@gmail.com,No
Jananii Hospital,3-12-58/2  Ramanthapur,Telangana,Hyderabad,040 - 27033300,jananii.hospital@gmail.com,Yes
Janapareddy Hospitals Pvt Ltd,Plot No 26/A  Sikh Village  Sikh Road,Telangana,Hyderabad,040 - 40147474,admin@janapareddy.co.in,Yes
Janatha Hospital And Research Centre,Race Course Road,Karnataka,Hassan,08172 - 223333 / 268886,amjadjanatha@yahoo.com,No
Jaslok Hospital And Research Centre,15  Dr. G. Deshmukh Marg  Mumbai - 400026,Maharashtra,Mumbai,022 - 66573452 / 53,tpa@jaslokhospital.net,Yes
Jaspal Nursing Home,69-Model Town   Ambala City  Harayna,Haryana,Ambala,0171 - 2521169 / 2521269,drjaspal2010@gmail.com,Yes
Jaswant Rai Speciality Hospital,Opp. Sports Stadium  Mawana Road,Uttar Pradesh,Meerut,121 - 2667898 / 2663887-8,jrsh_mrt@yahoo.com,No
Jaya Hospitals,Hanamkonda  Hanamkonda,Telangana,Warangal,0870 - 2553355,drtnreddy@yahoo.com,No
Jayashree Multispeciality Hospital (No cashless for Deluxe Wards and Suite),No 25  26  27 1st Cross “B” Block Vishwapriyanagar Begur,Karnataka,Bengaluru,080 - 25745777 / 888 / 25742444,jayashree.mshospital@yahoo.com,Yes
Jayashree Nursing Home,# 4  4th Cross  4 Block  Kumara Park W  Bangalore,Karnataka,Bengaluru,080 - 23440981 / 23562270,jayashreenursing44@gmail.com,Yes
Jayashree Nursing Home,#973  4th Cross  K R Puram,Karnataka,Hassan,08172 - 269128,jayashreenursinghome.hsn@gmail.com,No
Jaypee Hospital,Sector 128  Noida  201304  Uttarpradesh,Uttar Pradesh,Noida,0120 - 4122222,tpa.jh@jalindia.co.in,Yes
Jaypriya Hospital,No. 2  Ashok Nagar Road  Near Sawai Gandharwa Hall  Bailappanavar Nagar  Hubli,Karnataka,Hubli,0836 - 2351011 / 2251011 / 2351766 / 235100 / 2353,jphospitalhbl@yahoo.in,No
Jeevan Anmol Hospital,Opp. Pratap Nagar  Mayur Vihar Phase-I,Delhi,New Delhi,11-22750380/22795237,jeevananmol1@gmail.com,No
Jeevan Deep Nursing Home,Khosbagan  Burdwan Dist,West Bengal,Burdwan,0342 - 2566935 / 09832162367,jdnbbdn@gmail.com,No
Jeevan Jyot Hospital,#4  Buddhdev Market  Panchbatti  Bharuch,Gujarat,Bharuch,02642 - 250456,psajid82@yahoo.com,No
Jeevan Jyoti Clinic And Hospital,118-A  G T B Chowk  Dilshad Garden  Delhi,Delhi,New Delhi,011 - 22118026 / 22123901 / 22582719,jjhdilshad@rediffmail.com,No
Jeevan Jyoti Hospital,162  Baika Baug (Lowther Road),Uttar Pradesh,Allahabad,0532 - 2417248 / 2417252 / 2417254,jeevanjyotihospital@gmail.com,No
Jeevan Jyoti Hospital,Haryana Ivf ( Test Tube Baby ) Centre   Delhi Rohtak Road   Bahadurgarh,Haryana,Bahadurgarh,01276 - 267070 / 267167,jyotihospital2010@gmail.com,No
Jeevanshree Hospital,Gurumilan Co-Op.Hsg.Society  Gr.Floor  Opp.Tilak Nagar Post Office  Behind V.G.N Jewellers  Dombivli(E)  Dombivili E  Maharashtra - 421201,Maharashtra,Thane,2456561,JEEVANSHREEHOSPITAL@GMAIL.COM,No
Jeevika Hospital,95/3  Marathahalli Outer Ring Road Doddanekundi,Karnataka,Bengaluru,80-30766768,jeevikainsurance@gmail.com,No
Jeewan Hospital And Nursing Home,150 Jeewan Nagar  Gate No. 2,Delhi,New Delhi,011 - 26349821 / 26343271 / 26349103,jeewanursinghome2@gmail.com,Yes
Jeewan Hospital And Nursing Home Pvt Ltd Gate No 1,Gate No. 1  150   Jeewan Nagar  New Delhi,Delhi,New Delhi,011 - 26340243 / 26340303 / 26341430,jeewanhospital1@gmail.com,Yes
Jeewan Jyoti Clinic And Nursing Home,M-131  Vikas Puri  New Delhi-18,Delhi,New Delhi,011 - 25599099 / 25595017,dr_dattaramesh@yahoo.com,Yes
Jeewan Mala Hospital,New Rothak Road New Delhi - 110005,Delhi,New Delhi,011 - 23511474 / 2311477 / 23511475 / 23511476,JEEWANMALAPANEL@GMAIL.COM,Yes
Jeewan Nursing Home And Hospital,2-B  Pusa Road,Delhi,New Delhi,11-42430246/47/48/49,jeewancarevs@yahoo.co.in,Yes
Jehangir Hospital And Medical Centre,32  Sassoon Road,Maharashtra,Pune,020 - 66811000 / 66819999,insurance@jehangirhospital.com,Yes
Jijamata Hospital,At Post  Shikrapur,Maharashtra,Shikrapur,02137 - 272089,hospitaljijamata@gmail.com,No
Jindal Ivf And Sant Memorial Nursing Home,House# 3050  Secotor-20d(Behinh Guru Ravi Das Bhavan)  Dakshin Marg  Chandigarh,Haryana,Chandigarh,0172 - 2727773 / 74,corporatetpa.jindalclinics@gmail.com,No
Jindal Sanjeevani Hospital,Vijaya Vittal Nagar Toranagallu,Karnataka,Bellary,8395-250700,reception.jsh@jsw.in,No
Jishy Hospital,Mundamvelli P O Cochin,Kerala,Ernakulam-Cochin,0484 - 2231740 / 2234740 / 2232504,jishyhospital@gmail.com,No
Jivdani Hospital Pvt Ltd,Near Atmavallabh Society  Tulinj Road  Nallasopara (East),Maharashtra,Thane,0250 - 2439999 / 2442663 / 2442664,alliancehospital@rediffmail.com,Yes
Jk Medicity Hospital Pvt Ltd,Nh -1  Narwal Bye Pass  Near Chevorlet Showroom,Jammu Kashmir,Jammu,2466744/45,liaisonpr.jkmedicity@gmail.com,No
Johal Hospital And Maternity Home,Opp New Dashmesh Nagar  Rama Mandi,Punjab,Jalandhar,0181 - 2410820,johalhospital@gmail.com,Yes
Jubilee Memorial Hospital,Meads Lane Palayam  Thiruvananthapuram,Kerala,Thiruvananthapuram,0471 - 2334563 / 2334564,jubileetrivandrum@gmail.com,No
Jubilee Mission Medical College Hospital,Bishop Alappat Road  Trissur  Jubilee Mission  Pin-680005  Kerala,Kerala,Thrissur,487-2432200,jmmcinsurance@gmail.com,No
Jupiter Lifeline Hospitals Ltd,Eastern Express Highway  Thane,Maharashtra,Thane,022 - 21725555,tpa@jupiterhospital.com,Yes
Justisce K S Hegde Charitable Hospital,Unit Of Nitte Education Trust  Medical Sciences Complex  University Road  Deralakatta,Karnataka,Mangalore,0824 - 2204471,ins.jkshch@nitte.edu.in,No
Jyothi Hospital,LAILA POST & VILLAGE  BELTHANGADY TALUK  DAKSHINA KANNADA,Karnataka,Belthangadi,234959,JYOTHIHOSPITAL@GMAIL.COM,No
Jyothi Hospitals,Miryalguda  Near Anjaneya Swamy Temple  Church Road  Miryalguda,Telangana,Miryalaguda,08689 - 244858,jyothihospitalmlg@gmail.com,No
K C Multispeciality Hospital,No.138  4th Street Kamarai Nagar Avadi,Tamil Nadu,Chennai,44-26551616/ 26551818,kcmultispecalityhospital@gmail.com,Yes
K D Hospital,7-Circular Road  Near Medical College,Punjab,Amritsar,0183 - 5033300 / 2566737 / 2221795 / 9464779748,kdhospital@gmail.com,Yes
K E M Hospital,Sardar Moodliar Road  Rasta Peth  Pune,Maharashtra,Pune,020 - 66037477,tpacell@kemhospital.org,Yes
K G Hospital,No. 5 Government Arts College Road Coimbatore - 641018,Tamil Nadu,Coimbatore,0422 - 2212121 / 2212122 / 2212123,kghinsurance@kghospital.com,Yes
K G Hospital,Opp. Ksrtc Bus Stand Nh-47 Angamaly.,Kerala,Angamaly,0484 - 2452848,hospitalkg@gmail.com,No
K G M Hospital Pvt Ltd,1/1  Avinashi Road  Chinnyampalayam,Tamil Nadu,Coimbatore,0422 - 2627875 / 6 / 7,kgminsurance@gmail.com,No
K H M Hospial,Ab14 6th Main Road Anna Nagar Chennai - 600061  Vanna Nagar Chennai,Tamil Nadu,Chennai,044 - 26212218 / 26212844/26215465,insurance.khmhospital@gmail.com,Yes
K I M S Hospital And Research Centre,K.R.Road  V.V.Puram,Karnataka,Bengaluru,080 - 26624870 / 26620036,kimshospitalbangalore@gmail.com,Yes
K J Hospital,56-A  Palghat Main Road Kuniyamuthur,Tamil Nadu,Coimbatore,0422 - 2252444 /666 / 9047775559/96626666966,care.kjhospital@gmail.com,No
K J Hospital,Research And Post Graduate Training Centre 182 Poonamalee High Road Chennai,Tamil Nadu,Chennai,044 - 26411513 / 26411517 / 26411515,kjh@rediffmail.com,Yes
K K Hospital,9a1  9a2  Opp M.E.C School  A Sector  Yelahanka New Town,Karnataka,Bengaluru,080 - 28460063 / 28461933,k.khospital@yahoo.co.in,Yes
K K Hospital,S.N. 52/1/6  Shriram Nagar Society  Mundhwa Bypass Road Chowk  Chandan- Nagar Kharadi,Maharashtra,Pune,020 - 60302420 / 9822828520,kk.hospital@gmail.com,No
K K Hospital And Kidney Centre,A-364  Rajendra Nagar,Uttar Pradesh,Bareilly,581-2585037-39-40,kkhospital.364@gmail.com,No
K K Surgical And Maternity Centre,B-37  East Jyoti Nagar  Loni Road  Shahdara,Delhi,New Delhi,11-22819485 / 9810115673,kksurgical@gmail.com,Yes
K M C Hospital,Ambedkar Circle  Balamatta Road,Karnataka,Mangalore,0824 - 2445858/2444590,insurance@manipalhealth.com,No
K M K Hospital,N. Paravur,Kerala,Paravur,0484 - 2446803 / 804 / 805,kmkhospitalprr@gmail.com,No
K M Memorial Hospital And Research Center,Bye Pass Road  Chas  Madhubani,Jharkhand,Bokaro,06542 - 236188 / 236189,hospic07@yahoo.co.in,No
